Order,Family,Genus,Species,Subspecies,Genus_Species,Sex,Sample size (Brain),Brain Volume (ml),Brain Volume S.D.,Method,Brain mass (g),Brain mass S.D.,Sample size (Body),Body mass (g),Body mass S.D.,Species Name in original article,Age Class,Reference,Remark
Primates,Cercopithecidae,Cercopithecus,petaurista,,Cercopithecus_petaurista,f,1,53.05,,Vol,,,,2700,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,aethiops,,Chlorocebus_aethiops,f,6,,,Mass,66.1,8.9,6,3220,550,,Adult,Bronson RT (1981) Am. J. Phys. Anthoropol. 56: 77-81,
Primates,Cercopithecidae,Chlorocebus,aethiops,,Chlorocebus_aethiops,f,1,56.77,,Vol,,,,4082,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,aethiops,,Chlorocebus_aethiops,m,10,,,Mass,66.3,5.6,10,5230,1020,,Adult,Bronson RT (1981) Am. J. Phys. Anthoropol. 56: 77-81,
Primates,Cercopithecidae,Chlorocebus,aethiops,,Chlorocebus_aethiops,unknown,1,,,Mass,36.54,,,1370,,,Adult,Glendenning KK and Masterson RB (1998) Brain Behav. Evol. 51:59-89,
Primates,Cercopithecidae,Chlorocebus,aethiops,,Chlorocebus_aethiops,unknown,1,,,Mass,60,,,1908,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Primates,Cercopithecidae,Chlorocebus,cynosuros,,Chlorocebus_cynosuros,m,1,,,Mass,68.5,,,3880,,,unknown,Spitzka EA (1903) J. Comp. Neuro. 13:9-17,
Primates,Cercopithecidae,Chlorocebus,cynosuros,,Chlorocebus_cynosuros,unknown,1,,,Mass,72,,,2920,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,f,1,54.12,,Vol,,,,3155,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,f,1,57.98,,Vol,,,,2775,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,f,1,60.99,,Vol,,,,4870,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,f,1,63.75,,Vol,,,,3140,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,f,1,65.06,,Vol,,,,4325,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,m,1,61.66,,Vol,,,,4700,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,m,1,63.32,,Vol,,,,5897,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,m,1,64.35,,Vol,,,,3960,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,m,1,64.60,,Vol,,,,5000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,m,1,66.08,,Vol,,,,6380,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,m,1,74.11,,Vol,,,,4665,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,hilgerti,Chlorocebus_pygerythrus,m,1,74.82,,Vol,,,,7404,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,f,1,49.85,,Vol,,,,2000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,f,1,51.04,,Vol,,,,1500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,f,1,53.17,,Vol,,,,2400,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,f,1,54.35,,Vol,,,,2300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,f,1,56.37,,Vol,,,,2300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,m,1,53.39,,Vol,,,,3800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,m,1,55.39,,Vol,,,,3600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,m,1,56.41,,Vol,,,,3200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,m,1,59.81,,Vol,,,,3100,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,nesiotes,Chlorocebus_pygerythrus,m,1,64.25,,Vol,,,,3835,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,54.00,,Vol,,,,4337,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,55.13,,Vol,,,,3395,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,57.16,,Vol,,,,3825,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,57.61,,Vol,,,,3941,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,58.05,,Vol,,,,3118,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,58.07,,Vol,,,,3260,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,58.26,,Vol,,,,3402,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,58.42,,Vol,,,,4649,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,59.40,,Vol,,,,3685,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,59.55,,Vol,,,,3997,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,62.97,,Vol,,,,4990,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,64.87,,Vol,,,,4309,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,66.08,,Vol,,,,3175,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,68.13,,Vol,,,,3714,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,68.26,,Vol,,,,3969,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,f,1,68.61,,Vol,,,,3997,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,58.20,,Vol,,,,3777,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,63.74,,Vol,,,,5812,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,64.41,,Vol,,,,4309,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,64.41,,Vol,,,,6946,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,65.64,,Vol,,,,5103.2,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,65.88,,Vol,,,,5185,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,66.37,,Vol,,,,5953,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,66.79,,Vol,,,,4876.2,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,68.67,,Vol,,,,6180,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,71.11,,Vol,,,,6804,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,71.12,,Vol,,,,6010,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,73.31,,Vol,,,,4536,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,75.26,,Vol,,,,6237,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,pygerythrus,Chlorocebus_pygerythrus,m,1,76.44,,Vol,,,,5216,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,rufoviridis,Chlorocebus_pygerythrus,f,1,53.33,,Vol,,,,3875,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,rufoviridis,Chlorocebus_pygerythrus,f,1,55.12,,Vol,,,,3572,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,rufoviridis,Chlorocebus_pygerythrus,f,1,59.28,,Vol,,,,5670,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,rufoviridis,Chlorocebus_pygerythrus,f,1,65.04,,Vol,,,,3629,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,rufoviridis,Chlorocebus_pygerythrus,m,1,61.88,,Vol,,,,5330,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,rufoviridis,Chlorocebus_pygerythrus,m,1,63.07,,Vol,,,,4780,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,rufoviridis,Chlorocebus_pygerythrus,m,1,66.13,,Vol,,,,5913,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,rufoviridis,Chlorocebus_pygerythrus,m,1,71.36,,Vol,,,,3629,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,pygerythrus,,Chlorocebus_pygerythrus,unknown,1,,,Mass,67,,,4600,,,Adult,Crisp E (1865) Rep. British Ass. Advance. Sci. 1865: 84-85,"Data taken from Sacher and Staffeldt 1974, Am. Nat. 108: 593-615"
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,f,1,,,Mass,59.85,,,3062,,,Adult,Hrdlicka A (1925) Am. J. Phys. Anthorpol. 8:201-211,
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,f,1,56.29,,Vol,,,,3700,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,,,Mass,57,,,2898,,,unknown,Spitzka EA (1903) J. Comp. Neuro. 13:9-17,
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,,,Mass,64,,,3159,,,unknown,Spitzka EA (1903) J. Comp. Neuro. 13:9-17,
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,,,Mass,71.9,,,3630,,,Adult,Hrdlicka A (1925) Am. J. Phys. Anthorpol. 8:201-211,
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,,,Mass,80,,,4082,,,Adult,Hrdlicka A (1925) Am. J. Phys. Anthorpol. 8:201-211,
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,63.79,,Vol,,,,3629,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,65.35,,Vol,,,,5000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,69.00,,Vol,,,,4990,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,76.02,,Vol,,,,6350,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,m,1,78.00,,Vol,,,,4649,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,unknown,1,,,Mass,74.8,,,1440,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Primates,Cercopithecidae,Chlorocebus,sabaeus,,Chlorocebus_sabaeus,unknown,1,,,Mass,81.5,,,3000,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Primates,Cercopithecidae,Colobus,angolensis,palliatus,Colobus_angolensis,f,1,62.97,,Vol,,,,8895,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
