Order,Family,Genus,Species,Subspecies,Genus_Species,Sex,Sample size (Brain),Brain Volume (ml),Brain Volume S.D.,Method,Brain mass (g),Brain mass S.D.,Sample size (Body),Body mass (g),Body mass S.D.,Species Name in original article,Age Class,Reference,Remark
Primates,Cercopithecidae,Cercopithecus,albogularis,albogularis,Cercopithecus_albogularis,f,1,57.91,,Vol,,,,2900,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,erythrarchus,Cercopithecus_albogularis,f,1,67.08,,Vol,,,,5557,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,erythrarchus,Cercopithecus_albogularis,f,1,69.40,,Vol,,,,5557,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,erythrarchus,Cercopithecus_albogularis,f,1,69.99,,Vol,,,,4876,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,erythrarchus,Cercopithecus_albogularis,f,1,74.36,,Vol,,,,6010,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,erythrarchus,Cercopithecus_albogularis,f,1,75.11,,Vol,,,,5897,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,erythrarchus,Cercopithecus_albogularis,m,1,76.34,,Vol,,,,8618,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,erythrarchus,Cercopithecus_albogularis,m,1,82.28,,Vol,,,,11226,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kibonotensis,Cercopithecus_albogularis,f,1,54.28,,Vol,,,,3448,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kibonotensis,Cercopithecus_albogularis,f,1,65.04,,Vol,,,,4536,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kibonotensis,Cercopithecus_albogularis,m,1,58.73,,Vol,,,,6515,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kibonotensis,Cercopithecus_albogularis,m,1,63.71,,Vol,,,,7930,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kibonotensis,Cercopithecus_albogularis,m,1,69.45,,Vol,,,,7640,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kibonotensis,Cercopithecus_albogularis,m,1,82.80,,Vol,,,,5897,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,f,1,50.71,,Vol,,,,3470,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,f,1,67.07,,Vol,,,,3640,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,f,1,68.38,,Vol,,,,3590,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,f,1,70.46,,Vol,,,,5140,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,f,1,73.99,,Vol,,,,3960,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,f,1,75.49,,Vol,,,,4210,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,69.33,,Vol,,,,6555,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,70.16,,Vol,,,,7550,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,70.97,,Vol,,,,5890,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,72.81,,Vol,,,,8200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,74.08,,Vol,,,,5750,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,74.41,,Vol,,,,3870,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,76.56,,Vol,,,,8200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,78.64,,Vol,,,,7630,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,albogularis,kolbi,Cercopithecus_albogularis,m,1,80.88,,Vol,,,,3195,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,f,1,50.50,,Vol,,,,3175,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,f,1,56.02,,Vol,,,,3050,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,f,1,58.28,,Vol,,,,2478,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,53.28,,Vol,,,,3629,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,55.13,,Vol,,,,4839,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,58.95,,Vol,,,,4536,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,59.83,,Vol,,,,4536,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,60.42,,Vol,,,,4700,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,61.50,,Vol,,,,4275,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,61.69,,Vol,,,,5520,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,64.84,,Vol,,,,4536,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,65.73,,Vol,,,,6235,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,67.82,,Vol,,,,2550,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,67.89,,Vol,,,,3200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,ascanius,schmidti,Cercopithecus_ascanius,m,1,72.43,,Vol,,,,5775,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,48.21,,Vol,,,,2400,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,48.76,,Vol,,,,2200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,49.39,,Vol,,,,2600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,53.07,,Vol,,,,2300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,54.15,,Vol,,,,2500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,54.86,,Vol,,,,2800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,57.12,,Vol,,,,2600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,57.96,,Vol,,,,2300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,f,1,71.91,,Vol,,,,3200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,m,1,51.02,,Vol,,,,3200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,m,1,54.27,,Vol,,,,3200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,m,1,58.86,,Vol,,,,3200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,campbelli,campbelli,Cercopithecus_campbelli,m,1,62.19,,Vol,,,,4200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,cephus,,Cercopithecus_cephus,m,1,,,Mass,57.5,,,1915,,,Adult,Hrdlicka A (1925) Am. J. Phys. Anthorpol. 8:201-211,Body was emaciated
Primates,Cercopithecidae,Cercopithecus,cephus,,Cercopithecus_cephus,unknown,1,,,Mass,76,,,3508,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Primates,Cercopithecidae,Cercopithecus,doggetti,,Cercopithecus_doggetti,f,1,62.19,,Vol,,,,5443,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,doggetti,,Cercopithecus_doggetti,m,1,61.83,,Vol,,,,8165,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,doggetti,,Cercopithecus_doggetti,m,1,64.25,,Vol,,,,6350,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,doggetti,,Cercopithecus_doggetti,m,1,79.51,,Vol,,,,7258,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,erythrotis,camerunensis,Cercopithecus_erythrotis,m,1,71.46,,Vol,,,,4065,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,kandti,,Cercopithecus_kandti,m,1,,,Mass,71.6,,,7350,,,Adult,Boddy AM et al. (2012) J. Evol. Biol. 25: 981-994,Body mass averaged from Rowe 1996
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,f,1,44.81,,Vol,,,,2200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,f,1,45.90,,Vol,,,,1814,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,f,1,46.90,,Vol,,,,1500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,f,1,53.97,,Vol,,,,2600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,f,1,56.24,,Vol,,,,2200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,f,1,59.29,,Vol,,,,2268,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,54.87,,Vol,,,,4200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,55.84,,Vol,,,,3900,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,57.29,,Vol,,,,4536,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,57.54,,Vol,,,,4600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,58.60,,Vol,,,,4600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,61.03,,Vol,,,,4300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,61.50,,Vol,,,,4200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,62.53,,Vol,,,,4082,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,lowei,,Cercopithecus_lowei,m,1,71.65,,Vol,,,,4082,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,f,1,57.33,,Vol,,,,5415,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,f,1,64.70,,Vol,,,,4484,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,f,1,64.89,,Vol,,,,5170,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,f,1,65.61,,Vol,,,,4680,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,f,1,67.01,,Vol,,,,4303,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,f,1,67.91,,Vol,,,,4160,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,f,1,67.97,,Vol,,,,3705,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,f,1,71.11,,Vol,,,,5107,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,m,1,69.44,,Vol,,,,7917,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,m,1,69.90,,Vol,,,,7950,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,m,1,70.90,,Vol,,,,6799,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,m,1,76.97,,Vol,,,,4100,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,m,1,77.93,,Vol,,,,7054,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,m,1,78.40,,Vol,,,,8440,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,m,1,78.63,,Vol,,,,8955,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,stuhlmanni,Cercopithecus_mitis,m,1,82.77,,Vol,,,,9510,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mitis,,Cercopithecus_mitis,unknown,1,,,Mass,75,,,6300,,,Adult,Stephan H et al. (1981) Folia Primatol. 35:1-29,
Primates,Cercopithecidae,Cercopithecus,mona,,Cercopithecus_mona,f,1,52.50,,Vol,,,,1920,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mona,,Cercopithecus_mona,m,1,,,Mass,67,,,3001,,,Adult,Spitzka EA (1903) J. Comp. Neuro. 13:9-17,
Primates,Cercopithecidae,Cercopithecus,mona,,Cercopithecus_mona,m,1,55.47,,Vol,,,,2400,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mona,,Cercopithecus_mona,m,1,65.80,,Vol,,,,5000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mona,,Cercopithecus_mona,m,1,69.44,,Vol,,,,5300,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,mona,,Cercopithecus_mona,m,1,73.00,,Vol,,,,6120,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,neglectus,,Cercopithecus_neglectus,f,1,60.41,,Vol,,,,4816,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,neglectus,,Cercopithecus_neglectus,f,1,62.93,,Vol,,,,4100,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,neglectus,,Cercopithecus_neglectus,m,1,66.53,,Vol,,,,8245,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,neglectus,,Cercopithecus_neglectus,m,1,70.91,,Vol,,,,7850,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,buettikoferi,Cercopithecus_petaurista,f,1,46.98,,Vol,,,,1800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,buettikoferi,Cercopithecus_petaurista,f,1,51.17,,Vol,,,,3200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,buettikoferi,Cercopithecus_petaurista,f,1,54.04,,Vol,,,,3200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,buettikoferi,Cercopithecus_petaurista,f,1,58.77,,Vol,,,,3800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,buettikoferi,Cercopithecus_petaurista,m,1,57.06,,Vol,,,,4200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,buettikoferi,Cercopithecus_petaurista,m,1,58.71,,Vol,,,,4100,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,buettikoferi,Cercopithecus_petaurista,m,1,60.73,,Vol,,,,5200,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,buettikoferi,Cercopithecus_petaurista,m,1,61.48,,Vol,,,,4800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,petaurista,Cercopithecus_petaurista,f,1,44.91,,Vol,,,,2600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,petaurista,Cercopithecus_petaurista,f,1,49.54,,Vol,,,,2700,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,petaurista,Cercopithecus_petaurista,f,1,54.34,,Vol,,,,2800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,petaurista,Cercopithecus_petaurista,f,1,55.84,,Vol,,,,3000,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,petaurista,Cercopithecus_petaurista,f,1,56.14,,Vol,,,,2800,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,petaurista,Cercopithecus_petaurista,m,1,49.02,,Vol,,,,3700,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,petaurista,Cercopithecus_petaurista,m,1,58.08,,Vol,,,,4500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,petaurista,Cercopithecus_petaurista,m,1,60.00,,Vol,,,,3600,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
Primates,Cercopithecidae,Cercopithecus,petaurista,,Cercopithecus_petaurista,f,1,44.45,,Vol,,,,3500,,,Adult,Isler K et al. (2008) J. Hum. Evol. 55:967-978,Full records of this specimen are presented in original reference
